Name,Season,Rating,Age,Mean,Growth
Jonathan Viera,2016,7.18,27,7.0525,0.45999999999999996
Jonathan Walters,2016,6.64,33,6.675714285714286,0.0
Jonathan de Guzmán,2016,6.35,29,6.736250000000001,-0.3700000000000001
Jonathan dos Santos,2016,6.77,27,6.78,0.019999999999999574
Jonny,2016,6.72,23,6.872857142857143,0.009999999999999787
Jonny Evans,2016,6.97,29,7.063000000000001,-0.4900000000000002
Jony,2016,6.41,25,6.7,0.08999999999999986
Joost van Aken,2016,7.14,23,7.173333333333333,-0.15000000000000036
Jordan Adeoti,2016,6.65,28,6.6066666666666665,-0.08000000000000007
Jordan Ferri,2016,6.36,25,6.645999999999999,0.2599999999999998
Jordan Henderson,2016,7.3,27,6.965999999999999,-0.0600000000000005
Jordan Ikoko,2016,6.75,23,6.59,-0.45999999999999996
Jordan Loties,2016,7.01,32,6.94,0.0
Jordan Marié,2016,6.58,25,6.52,-0.020000000000000462
Jordan Pickford,2016,7.04,23,6.723333333333334,-0.54
Jordan Veretout,2016,7.03,24,6.8933333333333335,0.29000000000000004
Jordens Peters,2016,6.89,30,6.7620000000000005,-0.6399999999999997
Jordi Alba,2016,6.91,28,7.086,-0.28000000000000025
Jordi Amat,2016,6.58,25,6.614999999999999,-0.08999999999999986
Jordon Ibe,2016,6.36,21,6.533333333333334,0.0600000000000005
Jordy Clasie,2016,6.4,26,6.944,-0.9399999999999995
Jordy Croux,2016,6.68,23,6.68,0.0
Jordy de Wijs,2016,7.02,22,6.984999999999999,-0.0699999999999994
Jorge Meré,2016,6.62,20,6.696666666666666,-0.08000000000000007
Jorginho,2016,7.24,25,7.005714285714286,0.13999999999999968
Joris Delle,2016,6.9,27,6.895,-0.010000000000000675
Joris Gnagnon,2016,6.98,20,6.885,-0.1900000000000004
Joris van Overeem,2016,6.68,23,6.715999999999999,0.39000000000000057
Joseba Zaldua,2016,6.64,25,6.908333333333332,-0.4400000000000004
Joshua Brenet,2016,7.03,23,7.045000000000001,0.5499999999999998
Joshua Kimmich,2016,6.99,22,7.125,0.7000000000000002
Joshua King,2016,7.08,25,6.9075,0.25
Josip Ilicic,2016,6.92,29,7.084444444444445,0.13999999999999968
Josip Posavec,2016,6.38,21,6.38,0.0
Josuha Guilavogui,2016,7.12,26,6.963750000000001,-0.009999999999999787
José Antonio Reyes,2016,6.52,33,6.981249999999999,-0.54
José Callejón,2016,7.42,30,7.038888888888889,0.08999999999999986
José Fonte,2016,6.87,33,6.998571428571429,-0.16000000000000014
José Fonte,2016,6.81,33,6.998571428571429,-0.16000000000000014
José Gayá,2016,6.96,22,6.99,-0.20999999999999996
José Giménez,2016,7.17,22,7.197999999999999,-0.3899999999999997
José Holebas,2016,6.93,33,6.975999999999999,0.34999999999999964
José Manuel Jurado,2016,6.8,31,6.783333333333334,-0.0600000000000005
José Mauri,2016,6.52,21,6.535,-0.03000000000000025
José Reina,2016,6.72,34,6.683750000000001,-0.27000000000000046
José San Román,2016,6.9,28,6.9,0.0
José Sosa,2016,6.79,32,6.79,0.0
Jozabed Sánchez,2016,6.5,26,6.452,-0.1200000000000001
João Cancelo,2016,6.9,23,7.08,0.10000000000000053
João Moutinho,2016,6.92,30,7.101666666666667,-0.2400000000000002
João Mário,2016,6.98,24,6.8066666666666675,-0.040000000000000036
João Pedro,2016,6.99,25,6.7225,-0.009999999999999787
Joël Veltman,2016,7.7,25,7.583999999999999,-0.5099999999999998
Juan Bernat,2016,7.13,24,7.046666666666667,-0.4400000000000004
Juan Cuadrado,2016,7.12,29,7.3475,-0.5900000000000007
Juan Jesus,2016,6.68,26,6.871428571428572,-0.45999999999999996
Juan Mata,2016,6.98,29,7.025454545454545,-0.35999999999999943
Juan Pablo Añor,2016,6.7,23,6.65,0.10000000000000053
Juanfran,2016,6.9,32,6.887272727272728,-0.11000000000000032
Juanfran,2016,6.9,28,6.887272727272728,-0.11000000000000032
Juankar,2016,6.87,27,6.719999999999999,0.1900000000000004
Juanmi,2016,6.35,24,6.465,-0.04999999999999982
Jules Iloki,2016,6.4,25,6.3933333333333335,-0.040000000000000036
Julian Baumgartlinger,2016,6.71,29,6.981428571428571,0.15000000000000036
Julian Brandt,2016,6.95,21,6.948,0.5499999999999998
Julian Draxler,2016,7.09,23,7.21875,-0.1200000000000001
Julian Draxler,2016,7.19,23,7.21875,-0.1200000000000001
Julian Palmieri,2016,6.83,30,6.935,-0.41999999999999993
Julian Weigl,2016,7.07,21,6.9125000000000005,-0.33999999999999986
Julian von Haacke,2016,6.66,23,6.66,0.0
Julien Cetout,2016,6.63,29,6.63,0.0
Julien Féret,2016,7.08,34,7.046666666666667,-0.5
Juninho Bacuna,2016,6.55,19,6.585000000000001,0.08000000000000007
Junior Dalé,2016,6.51,31,6.51,0.0
Junior Stanislas,2016,6.93,27,6.720000000000001,-0.10999999999999943
Juraj Kucka,2016,6.76,30,6.982857142857142,0.0699999999999994
Jurgen Mattheij,2016,6.94,24,6.9719999999999995,-0.08000000000000007
Justin Hoogma,2016,6.73,19,6.73,0.0
Jérémy Morel,2016,6.97,33,7.0200000000000005,-0.2600000000000007
Jérémy Ménez,2016,6.34,30,7.048333333333333,-0.20999999999999996
Jérémy Sorbon,2016,6.84,33,6.798750000000001,-0.23000000000000043
Jérémy Toulalan,2016,7.18,33,7.254444444444445,-0.9499999999999993
Jérôme Boateng,2016,6.73,28,7.037000000000001,0.0
Jérôme Gondorf,2016,7.03,29,6.833333333333333,-0.33000000000000007
Jérôme Roussillon,2016,6.8,24,6.974000000000001,0.08000000000000007
Júlio Tavares,2016,6.93,28,6.989999999999999,-0.10999999999999943
Júnior Alonso,2016,6.94,24,6.86,-0.16000000000000014
Kai Havertz,2016,6.96,18,7.07,0.29000000000000004
Kalidou Koulibaly,2016,7.22,26,7.128,-0.07000000000000028
Kamil Glik,2016,7.16,29,6.942499999999999,-0.23000000000000043
Kamil Grosicki,2016,6.59,29,6.605,-0.03000000000000025
Kamohelo Mokotjo,2016,6.98,26,7.0225,-0.15999999999999925
Karim Bellarabi,2016,6.93,27,7.038333333333333,-0.05999999999999961
Karim Benzema,2016,7.06,29,7.272999999999999,0.4299999999999997
Karim El Ahmadi,2016,7.38,32,6.916666666666667,-0.33000000000000007
Karim Onisiwo,2016,6.42,25,6.615,0.3899999999999997
Karl Toko Ekambi,2016,7.07,24,6.953333333333333,0.1299999999999999
Karl-Johan Johnsson,2016,6.63,27,6.55,-0.3899999999999997
Karol Linetty,2016,6.74,22,6.746666666666666,0.04999999999999982
Kasper Dolberg,2016,7.41,19,7.090000000000001,-0.2400000000000002
Kasper Larsen,2016,7.03,24,7.03,0.0
Kasper Schmeichel,2016,6.84,30,6.68,-0.08999999999999986
Keita,2016,7.18,22,6.901999999999999,0.5199999999999996
Keko,2016,6.48,25,6.5680000000000005,-0.5899999999999999
Kelvin Amian,2016,6.76,19,6.68,-0.09999999999999964
Kelvin Leerdam,2016,6.72,27,6.864999999999999,-0.3799999999999999
Kenan Kodro,2016,6.52,23,6.52,0.0
Kenneth Dougall,2016,6.69,24,6.74,0.09999999999999964
Kepa Arrizabalaga,2016,6.56,22,6.66,0.07000000000000028
Kerem Demirbay,2016,7.49,23,7.3566666666666665,0.09999999999999964
Kevin Conboy,2016,6.97,29,7.055,-0.16999999999999993
Kevin De Bruyne,2016,7.55,26,7.582857142857142,-0.5200000000000005
Kevin Diks,2016,6.75,20,7.0375,-0.019999999999999574
Kevin Gameiro,2016,6.82,30,6.791250000000001,-0.0600000000000005
Kevin Kampl,2016,6.94,26,7.04,-0.04999999999999982
Kevin Malcuit,2016,7.15,25,7.123333333333334,-0.040000000000000036
Kevin Mirallas,2016,6.86,29,6.720000000000001,-0.020000000000000462
Kevin Strootman,2016,7.29,27,7.045,-0.04999999999999982
Kevin Trapp,2016,7.02,26,6.821428571428571,0.3099999999999996
Kevin Vermeulen,2016,6.42,26,6.295,-0.25
Kevin Vogt,2016,6.8,25,6.687142857142857,0.040000000000000036
Kevin Volland,2016,6.71,24,7.054285714285714,0.40000000000000036
Kevin-Prince Boateng,2016,6.75,30,6.892222222222221,-0.5899999999999999
Keylor Navas,2016,6.78,30,6.968000000000001,-0.4800000000000004
Khalid Karami,2016,6.82,27,6.7125,-0.09999999999999964
Khouma Babacar,2016,6.81,24,6.6625,-0.14999999999999947
Ki Sung-yueng,2016,6.36,28,6.684285714285714,-0.20999999999999996
Kike García,2016,6.69,27,6.56,-0.3200000000000003
Kiko Casilla,2016,6.73,30,6.748333333333334,-0.54
Kiko Femenía,2016,6.78,26,6.7,-0.16000000000000014
Kingsley Coman,2016,6.83,21,7.2225,-0.17999999999999972
Kingsley Ehizibue,2016,6.65,22,6.807499999999999,0.2699999999999996
Koen Casteels,2016,6.57,25,6.701666666666667,0.3200000000000003
Koffi Djidji,2016,6.75,24,6.865,-0.13999999999999968
Koke,2016,7.16,25,7.1850000000000005,0.45999999999999996
Konstantin Rausch,2016,6.72,27,6.65375,0.16999999999999993
Konstantinos Stafylidis,2016,7.21,23,6.91,-0.5999999999999996
Kostas Lamprou,2016,7.29,25,6.91,0.6200000000000001
Kostas Manolas,2016,7.09,26,7.025999999999999,-0.2600000000000007
Kristoffer Peterson,2016,7.13,22,6.8725000000000005,0.5199999999999996
Kwadwo Asamoah,2016,7.08,28,7.139999999999999,-0.07000000000000028
Kyle Naughton,2016,6.93,28,6.865714285714286,-0.08000000000000007
Kyle Walker,2016,7.2,27,7.109999999999999,-0.3099999999999996
Kylian Mbappé,2016,7.22,18,7.586666666666666,0.7800000000000002
Kyriakos Papadopoulos,2016,7.43,25,7.056,0.39999999999999947
Kévin Mayi,2016,6.57,24,6.57,0.0
Kévin Monnet-Paquet,2016,6.69,28,6.601999999999999,-0.16999999999999993
Kévin Théophile-Catherine,2016,6.82,27,6.921250000000001,-0.3199999999999994
Ladislav Krejci,2016,6.72,24,6.555,-0.33000000000000007
Lamine Koné,2016,6.75,28,6.89625,-0.1299999999999999
Lamine Sané,2016,6.84,30,7.08,-0.2400000000000002
Lars Stindl,2016,7.08,28,7.17,0.05999999999999961
Lassana Coulibaly,2016,6.66,21,6.66,0.0
Lasse Schöne,2016,7.73,31,7.341666666666666,-0.15999999999999925
Laurent Koscielny,2016,7.25,31,7.226000000000001,-0.6500000000000004
Laurent Pionnier,2016,6.61,35,6.67,-0.1200000000000001
Layvin Kurzawa,2016,7.26,24,7.321666666666666,-0.7700000000000005
Lazar Markovic,2016,6.8,23,6.734999999999999,0.1299999999999999
Leandro Castán,2016,6.91,30,6.955,-0.6600000000000001
Leandro Paredes,2016,7.12,23,7.036666666666666,0.16999999999999993
Ledian Memushaj,2016,6.68,30,6.55,-0.2599999999999998
Lee Grant,2016,6.89,34,6.89,0.0
Leighton Baines,2016,6.99,32,7.12,-0.5
Lenny Nangis,2016,6.37,23,6.515000000000001,-0.29000000000000004
Leo Baptistão,2016,6.91,24,6.711428571428572,-0.3700000000000001
Leon Balogun,2016,6.65,29,6.969999999999999,-0.5899999999999999
Leon Britton,2016,6.43,34,6.617999999999999,-0.25
Leon Goretzka,2016,7.21,22,7.138,-0.2599999999999998
Leon Guwara,2016,6.53,21,6.53,0.0
Leon de Kogel,2016,6.2,25,6.2,0.0
Leonardo Bittencourt,2016,7.01,23,6.793333333333333,-0.33000000000000007
Leonardo Bonucci,2016,6.93,30,7.005,-0.16999999999999993
Leonardo Capezzi,2016,6.41,22,6.359999999999999,-0.10000000000000053
Leonardo Spinazzola,2016,6.97,24,6.91,-0.1200000000000001
Leonel Vangioni,2016,6.72,30,6.72,0.0
Lerin Duarte,2016,6.86,26,6.76,-0.20000000000000018
Leroy Fer,2016,6.84,27,6.9175,-0.21999999999999975
Leroy Sané,2016,7.06,21,7.24,0.16000000000000014
Levan Mchedlidze,2016,6.69,27,6.69,0.0
Levin Öztunali,2016,6.76,21,6.5975,-0.25
Lewis Baker,2016,6.96,22,6.96,0.0
Lewis Holtby,2016,6.84,26,7.02,0.11000000000000032
Lillo,2016,6.5,28,6.545,-0.08999999999999986
Lima,2016,7.03,25,6.94,-0.29000000000000004
Lionel Messi,2016,8.47,30,8.641000000000002,-0.1899999999999995
Loic Perrin,2016,7.47,31,7.276999999999999,-0.2999999999999998
Lois Diony,2016,6.91,24,6.56,-0.41999999999999993
Lorenzo Crisetig,2016,6.56,24,6.625,-0.13000000000000078
Lorenzo De Silvestri,2016,6.55,29,6.831999999999999,-0.09999999999999964
Lorenzo Insigne,2016,7.67,26,7.212857142857142,0.20999999999999996
Lorenzo Pellegrini,2016,6.94,21,6.915,0.2599999999999998
Loris Brogno,2016,6.84,24,6.715,-0.25
Loris Karius,2016,6.34,24,6.712000000000001,-0.22999999999999954
Loïc Puyo,2016,6.57,28,6.57,0.0
Luca Antei,2016,6.94,25,7.130000000000001,-0.3799999999999999
Luca Ceppitelli,2016,6.64,27,6.81,-0.25
Luca Mazzitelli,2016,6.72,21,6.55,-0.33999999999999986
Luca Rigoni,2016,6.56,32,6.87,-0.34999999999999964
Luca Rossettini,2016,6.93,32,6.88375,-0.5599999999999996
Lucas Biglia,2016,7.22,31,7.153333333333333,-0.20999999999999996
Lucas Bijker,2016,6.87,24,6.805000000000001,-0.019999999999999574
Lucas Boyé,2016,6.46,21,6.46,0.0
Lucas Castro,2016,7.13,28,6.95,-0.040000000000000036
Lucas Deaux,2016,6.85,28,6.783333333333334,-0.2599999999999998
Lucas Digne,2016,6.92,23,7.068571428571429,0.20999999999999996
Lucas Hernández,2016,7.04,21,7.1000000000000005,-0.020000000000000462
Lucas Leiva,2016,6.68,30,7.125,-0.14999999999999947
Lucas Moura,2016,7.41,24,7.292,-0.2599999999999998
Lucas Ocampos,2016,6.67,22,6.880000000000001,0.05999999999999961
Lucas Torreira,2016,6.98,21,6.956666666666666,0.4500000000000002
Lucas Tousart,2016,7.21,20,6.916666666666667,-0.6200000000000001
Lucas Vázquez,2016,6.82,25,6.938,-0.4900000000000002
Luciano,2016,6.33,24,6.745000000000001,0.33999999999999986
Luciano Slagveer,2016,6.46,23,6.6383333333333345,0.0
Luciano Vietto,2016,6.68,23,6.6075,-0.3099999999999996
Ludovic Baal,2016,7.1,31,6.976000000000001,-0.16000000000000014
Ludovic Blas,2016,6.39,19,6.536666666666666,0.3000000000000007
Luigi Bruins,2016,6.76,30,6.925999999999999,-0.04999999999999982
Luis Hernández,2016,6.96,28,6.79,-0.23000000000000043
Luis Muriel,2016,7.03,26,6.8725,0.2999999999999998
Luis Suárez,2016,7.8,30,7.786666666666668,0.7399999999999993
Luisinho,2016,6.71,32,6.795,0.08999999999999986
Luiz Gustavo,2016,6.89,29,7.066363636363636,-0.11000000000000032
Luka Milivojevic,2016,6.94,26,7.046666666666667,0.25
Luka Modric,2016,7.23,31,7.313,0.39999999999999947
Lukas Kübler,2016,6.85,24,6.816666666666666,0.13000000000000078
Lukas Pokorny,2016,6.79,23,6.79,0.0
Lukasz Fabianski,2016,6.7,32,6.886666666666666,0.2699999999999996
Lukasz Piszczek,2016,7.1,32,7.1209999999999996,0.5300000000000002
Lukasz Skorupski,2016,7.0,26,6.816666666666666,-0.0699999999999994
Lukás Hrádecky,2016,6.47,27,6.5775,-0.1200000000000001
Luuk de Jong,2016,7.45,26,7.716666666666666,1.5199999999999996
László Kleinheisler,2016,6.27,23,6.27,0.0
Léo Dubois,2016,6.93,22,6.949999999999999,0.2699999999999996
Léo Lacroix,2016,6.9,25,6.9,0.0
M'Baye Niang,2016,6.75,22,6.754999999999999,0.33000000000000007
M'Baye Niang,2016,6.55,22,6.754999999999999,0.33000000000000007
Maarten Stekelenburg,2016,6.52,34,6.606,0.23999999999999932
Maciej Rybus,2016,6.75,27,6.75,0.0
Mahmoud Dahoud,2016,7.09,21,6.953333333333333,-0.4900000000000002
Maikel van der Werff,2016,6.91,28,6.952,-0.08000000000000007
Majeed Waris,2016,6.76,25,6.772499999999999,-0.34999999999999964
Makoto Hasebe,2016,6.97,33,6.823,0.08000000000000007
Malang Sarr,2016,6.8,18,6.746666666666667,0.04999999999999982
Malcom,2016,6.9,20,7.18,0.5599999999999996
Mame Biram Diouf,2016,6.63,29,6.812857142857143,-0.3799999999999999
Manolo Gabbiadini,2016,6.58,25,6.769999999999999,0.6399999999999997
Manu García,2016,6.92,31,6.816,-0.6999999999999993
Manu Trigueros,2016,7.03,25,6.793333333333333,-0.25
Manuel Gulde,2016,6.67,26,6.633333333333333,-0.07000000000000028
Manuel Lanzini,2016,7.11,24,7.12,-0.16999999999999993
Manuel Locatelli,2016,6.8,19,6.785,-0.03000000000000025
Manuel Neuer,2016,6.65,31,6.762222222222222,-0.45999999999999996
Manuel Pasqual,2016,6.77,35,6.814444444444444,-0.3700000000000001
Manuel Pucciarelli,2016,6.48,26,6.545000000000001,-0.28000000000000025
Mapou Yanga-Mbiwa,2016,6.71,28,6.978888888888889,0.09999999999999964
Marc Albrighton,2016,6.85,27,6.891428571428571,-0.35000000000000053
Marc Bartra,2016,7.24,26,7.33,-0.27000000000000046
Marc Navarro,2016,6.98,21,6.710000000000001,-0.54
Marc Pugh,2016,6.77,30,6.56,-0.29000000000000004
Marc Roca,2016,6.47,20,6.6850000000000005,0.4300000000000006
Marc Torrejón,2016,6.49,31,6.742000000000002,-0.019999999999999574
Marc-André ter Stegen,2016,6.85,25,6.951666666666665,-0.41999999999999993
Marc-Oliver Kempf,2016,6.8,22,6.85,0.08999999999999986
Marcel Büchel,2016,6.3,26,6.503333333333334,0.03000000000000025
Marcel Halstenberg,2016,7.2,25,7.286666666666666,0.35999999999999943
Marcel Heller,2016,6.44,31,6.489999999999999,-0.3700000000000001
Marcel Risse,2016,7.24,27,6.961666666666667,-0.5
Marcel Ritzmaier,2016,6.84,24,6.776666666666666,-0.08000000000000007
Marcel Sabitzer,2016,7.06,23,7.043333333333333,-0.11999999999999922
Marcel Schmelzer,2016,6.94,29,7.01111111111111,-0.16999999999999993
Marcel Tisserand,2016,6.69,24,6.82,0.2999999999999998
Marcello Gazzola,2016,6.57,32,6.543333333333333,0.03000000000000025
Marcello Trotta,2016,6.58,24,6.615,0.07000000000000028
Marcelo,2016,7.17,29,7.227333333333333,0.23000000000000043
Marcelo Brozovic,2016,7.14,24,7.066,0.23000000000000043
Marcelo Díaz,2016,6.48,30,6.505000000000001,-0.04999999999999982
Marco Asensio,2016,6.84,21,6.9175,-0.25
Marco Benassi,2016,6.75,22,6.6433333333333335,0.040000000000000036
Marco Borriello,2016,6.88,35,6.97,-0.29000000000000004
Marco Fabián,2016,7.18,27,7.18,0.0
Marco Höger,2016,6.92,27,6.848000000000001,-0.3200000000000003
Marco Parolo,2016,7.06,32,7.090000000000001,-0.41999999999999993
Marco Reus,2016,7.15,28,7.4670000000000005,0.25
Marco Sau,2016,6.62,29,6.562,-0.6100000000000003
Marco Storari,2016,6.32,40,6.633333333333333,-0.5800000000000001
Marco Verratti,2016,7.54,24,7.241428571428572,0.08999999999999986
Marco van Ginkel,2016,7.53,24,7.36,-0.6399999999999997
Marcos Alonso,2016,7.41,26,7.213333333333334,-0.2699999999999996
Marcos Gullón,2016,6.71,28,6.715,-0.009999999999999787
Marcos Llorente,2016,7.16,22,7.16,0.0
Marcos Rojo,2016,7.16,27,7.116666666666667,-0.09999999999999964
Marcus Coco,2016,6.81,21,6.575,-0.17999999999999972
Marcus Rashford,2016,6.58,19,6.8075,0.009999999999999787
Marcus Rohdén,2016,6.52,26,6.435,-0.16999999999999993
Marek Hamsik,2016,7.37,29,7.114,-0.6299999999999999
Mariano,2016,6.9,31,7.011428571428572,0.20000000000000018
Mariano Izco,2016,6.39,34,6.7385714285714275,-0.35000000000000053
Mario Balotelli,2016,6.98,26,7.156666666666666,0.3299999999999992
Mario Gaspar,2016,7.1,26,6.98625,-0.28000000000000025
Mario Gomez,2016,7.13,31,7.00125,-0.5
Mario Mandzukic,2016,7.03,31,7.253333333333334,0.3799999999999999
Mario Pasalic,2016,6.67,22,6.5825,0.05000000000000071
Mario Sampirisi,2016,6.4,24,6.55,-0.23000000000000043
Mario Suárez,2016,6.69,30,6.8549999999999995,-0.2599999999999998
Mario Vrancic,2016,6.94,28,6.863333333333333,-0.21999999999999975
Marios Oikonomou,2016,6.59,24,6.775,-0.3700000000000001
Mariusz Stepinski,2016,6.41,22,6.38,-0.0600000000000005
Mark Noble,2016,6.58,30,6.938888888888888,-0.40999999999999925
Mark Uth,2016,6.92,25,6.849999999999999,0.5500000000000007
Mark van der Maarel,2016,6.85,27,6.892,0.019999999999999574
Markel Susaeta,2016,6.7,29,6.879,-0.45999999999999996
Marko Arnautovic,2016,6.84,28,6.866666666666666,0.25
Marko Basa,2016,7.11,34,7.121666666666666,0.22000000000000064
Marko Livaja,2016,6.55,23,6.55,0.0
Markus Suttner,2016,7.28,30,6.8999999999999995,-0.5
Marouane Fellaini,2016,6.91,29,7.167499999999999,-0.5800000000000001
Marquinhos,2016,7.09,23,7.047142857142858,0.2400000000000002
Mart Dijkstra,2016,6.58,26,6.58,0.0
Marten de Roon,2016,6.62,26,6.983333333333333,-0.2999999999999998
Martin Braithwaite,2016,6.87,26,6.704999999999999,0.1200000000000001
Martin Hansen,2016,6.34,27,6.6049999999999995,0.17999999999999972
Martin Hinteregger,2016,6.96,24,6.8950000000000005,-0.08999999999999986
Martin Kelly,2016,6.49,27,6.704285714285715,-0.41000000000000014
Martin Milec,2016,6.64,25,6.725,-0.16999999999999993
Martin Olsson,2016,6.75,29,6.642857142857143,-0.5899999999999999
Martin Pusic,2016,6.64,29,6.64,0.0
Martin Ødegaard,2016,6.66,18,7.286666666666666,1.1799999999999997
Martín Mantovani,2016,6.77,32,6.725,-0.08999999999999986
Martín Montoya,2016,6.96,26,6.996666666666666,-0.33000000000000007
Marvelous Nakamba,2016,7.08,23,7.1899999999999995,-0.21999999999999975
Marvin Compper,2016,7.08,32,6.88,0.17999999999999972
Marvin Matip,2016,6.91,31,6.955,-0.08999999999999986
Marvin Plattenhardt,2016,7.01,25,6.858333333333333,-0.3799999999999999
Marwin Hitz,2016,6.57,29,6.8100000000000005,-0.03000000000000025
Marçal,2016,7.43,28,7.203333333333333,-0.33000000000000007
Mason Holgate,2016,6.9,20,6.855,-0.09000000000000075
Massimo Gobbi,2016,6.69,36,6.629,-0.39999999999999947
Massimo Maccarone,2016,6.32,37,6.718000000000001,-0.7699999999999996
Mateo Kovacic,2016,7.12,23,6.978333333333333,0.03000000000000025
Mateo Musacchio,2016,6.78,26,6.92375,-0.13999999999999968
Mateusz Klich,2016,7.33,27,7.13,-0.08000000000000007
Mathew Leckie,2016,6.91,26,6.8825,-0.3000000000000007
Mathieu Deplagne,2016,6.33,25,6.676,-0.040000000000000036
Mathieu Michel,2016,6.58,25,6.58,0.0
Mathieu Peybernes,2016,6.93,26,6.82,-0.15000000000000036
Mathieu Peybernes,2016,6.64,26,6.82,-0.15000000000000036
Mathieu Valbuena,2016,6.93,32,7.074285714285715,-0.1200000000000001
Matija Nastasic,2016,6.78,24,6.908571428571428,-0.17999999999999972
Mato Jajalo,2016,6.57,29,6.675,-0.3099999999999996
Mats Hummels,2016,7.32,28,7.398000000000001,-0.17999999999999972
Mats Seuntjens,2016,6.91,25,6.858000000000001,0.33000000000000007
Matt Miazga,2016,6.88,21,6.925,0.08999999999999986
Matt Phillips,2016,7.03,26,6.8500000000000005,-0.05999999999999961
Matteo Darmian,2016,6.95,27,6.992,0.07000000000000028
Matteo Politano,2016,6.88,23,6.84,0.3600000000000003
Matthew Lowton,2016,7.02,28,6.859999999999999,-0.5
Matthias Ginter,2016,6.8,23,6.911428571428571,-0.23999999999999932
Matthias Lehmann,2016,6.69,34,6.626,-0.41000000000000014
Matthias Ostrzolek,2016,6.72,27,6.7775,-0.6199999999999992
Matthieu Saunier,2016,6.7,27,6.6933333333333325,0.05999999999999961
Mattia Caldara,2016,7.28,23,7.115,-0.33000000000000007
Mattia De Sciglio,2016,6.74,24,6.905714285714287,-0.39000000000000057
Mattia Destro,2016,6.72,26,6.735714285714286,-0.2999999999999998
Mattia Perin,2016,6.52,24,6.8083333333333345,0.1299999999999999
Mattias Johansson,2016,6.77,25,7.065,-0.4400000000000004
Matías Kranevitter,2016,6.52,24,6.52,0.0
Matías Silvestre,2016,6.68,32,6.7675,-0.40000000000000036
Matías Vecino,2016,6.98,25,6.936,-0.25
Mauricio Isla,2016,6.68,29,6.935714285714285,-0.3100000000000005
Mauricio Lemos,2016,6.86,21,6.640000000000001,-0.4400000000000004
Mauro Icardi,2016,7.3,24,6.982857142857142,0.16000000000000014
Max Kruse,2016,7.54,29,7.24,0.54
Max Meyer,2016,6.54,21,6.733333333333333,-0.5999999999999996
Maxime Dupé,2016,6.64,24,6.415,-0.4499999999999993
Maxime Gonalons,2016,7.44,28,7.2155555555555555,-0.20000000000000018
Maxime Lopez,2016,6.92,19,6.736666666666667,-0.20999999999999996
Maximilian Arnold,2016,6.76,23,6.821666666666666,0.3000000000000007
Maximilian Philipp,2016,6.97,23,6.903333333333333,0.5199999999999996
Maximiliano Olivera,2016,6.49,25,6.49,0.0
Maxwel Cornet,2016,6.69,20,6.6325,0.16000000000000014
Maxwell,2016,7.07,35,7.07125,-0.1899999999999995
Maya Yoshida,2016,7.03,28,6.8450000000000015,-0.10000000000000053
Medhi Benatia,2016,7.14,30,7.3375,0.03000000000000025
Mehdi Abeid,2016,7.21,24,6.796666666666667,-0.47999999999999954
Mehdi Carcela-González,2016,6.87,27,6.87,0.0
Mehdi Mostefa,2016,6.54,33,6.64,-0.17999999999999972
Memphis Depay,2016,7.3,23,7.346666666666668,-1.3600000000000003
Mergim Mavraj,2016,7.17,31,6.92857142857143,0.0
Mergim Mavraj,2016,6.98,31,6.92857142857143,0.0
Mesut Özil,2016,7.3,28,7.365,-0.8399999999999999
Mevlüt Erdinc,2016,6.43,30,6.694285714285714,-0.6400000000000006
Mexer,2016,7.08,28,6.8340000000000005,-0.3199999999999994
Michael Basser Chretien,2016,6.56,32,6.56,0.0
Michael Carrick,2016,6.68,35,6.97,-0.35000000000000053
Michael Ciani,2016,6.98,33,7.050000000000001,-0.22000000000000064
Michael Dawson,2016,6.6,33,7.153333333333333,-0.9800000000000004
Michael Esser,2016,6.6,29,6.79,0.3800000000000008
Michael Gregoritsch,2016,6.61,23,6.7925,-0.07000000000000028
Michael Hector,2016,6.52,24,6.52,0.0
Michael Heinloth,2016,6.76,25,6.8,-0.08000000000000007
Michael Keane,2016,7.13,24,7.06,0.08999999999999986
Michail Antonio,2016,7.25,27,7.1,-0.4299999999999997
Michel Breuer,2016,6.81,37,6.675,-0.2699999999999996
Michele Fornasier,2016,6.31,23,6.31,0.0
Mickey van der Hart,2016,6.66,23,6.7275,-0.3200000000000003
Miguel Britos,2016,6.75,31,6.9375,0.08999999999999986
Miguel Flaño,2016,6.42,32,6.761666666666668,-0.5
Miguel Torres,2016,6.53,31,6.695714285714287,-0.16000000000000014
Miguel Veloso,2016,6.83,31,6.7299999999999995,-0.20999999999999996
Miguel de las Cuevas,2016,6.51,31,6.745,-0.33000000000000007
Mijat Gacinovic,2016,6.82,22,6.68,-0.35000000000000053
Mikael Dyrestam,2016,6.88,25,6.88,0.0
Mike Frantz,2016,6.72,30,6.655,-0.2999999999999998
Mike Havenaar,2016,6.75,30,6.8999999999999995,-0.1900000000000004
Mike te Wierik,2016,6.84,25,6.89,0.08999999999999986
Mike van Duinen,2016,6.63,25,6.761666666666667,0.2400000000000002
Mikel Balenziaga,2016,6.73,29,6.903333333333333,-0.16000000000000014
Mikel Oyarzabal,2016,6.65,20,6.8100000000000005,0.0600000000000005
Mikel San José,2016,6.8,28,6.867,-0.4399999999999995
Mikel Vesga,2016,6.85,24,6.733333333333333,-0.08000000000000007
Mikel Villanueva,2016,6.55,24,6.55,0.0
